nodes,p,agents,rounds
147,0.01,117,497
147,0.01,117,593
147,0.01,117,557
147,0.01,117,323
148,0.01,118,11
148,0.01,118,677
148,0.01,118,5
148,0.01,118,11
148,0.01,118,677
149,0.01,119,581
149,0.01,119,5
149,0.01,119,23
149,0.01,119,659
149,0.01,119,563
150,0.01,120,605
150,0.01,120,17
150,0.01,120,437
150,0.01,120,11
150,0.01,120,5
151,0.01,120,539
151,0.01,120,23
151,0.01,120,473
151,0.01,120,5
151,0.01,120,497
152,0.01,121,5
152,0.01,121,47
152,0.01,121,5
152,0.01,121,29
152,0.01,121,17
153,0.01,122,5
153,0.01,122,497
153,0.01,122,5
153,0.01,122,5
153,0.01,122,611
154,0.01,123,101
154,0.01,123,407
154,0.01,123,443
154,0.01,123,509
154,0.01,123,569
155,0.01,124,557
155,0.01,124,593
155,0.01,124,521
155,0.01,124,569
155,0.01,124,641
156,0.01,124,41
156,0.01,124,11
156,0.01,124,35
156,0.01,124,599
156,0.01,124,5
157,0.01,125,11
157,0.01,125,563
157,0.01,125,515
157,0.01,125,5
157,0.01,125,47
158,0.01,126,647
158,0.01,126,347
158,0.01,126,11
158,0.01,126,5
158,0.01,126,11
159,0.01,127,5
159,0.01,127,647
159,0.01,127,737
159,0.01,127,461
159,0.01,127,617
160,0.01,128,713
160,0.01,128,737
160,0.01,128,677
160,0.01,128,23
160,0.01,128,71
161,0.01,128,29
161,0.01,128,5
161,0.01,128,659
161,0.01,128,689
161,0.01,128,599
162,0.01,129,695
162,0.01,129,11
162,0.01,129,5
162,0.01,129,5
162,0.01,129,5
163,0.01,130,623
163,0.01,130,623
163,0.01,130,725
163,0.01,130,23
163,0.01,130,611
164,0.01,131,335
164,0.01,131,629
164,0.01,131,5
164,0.01,131,5
164,0.01,131,641
165,0.01,132,5
165,0.01,132,11
165,0.01,132,581
165,0.01,132,89
165,0.01,132,731
166,0.01,132,725
166,0.01,132,635
166,0.01,132,683
166,0.01,132,5
166,0.01,132,581
167,0.01,133,713
167,0.01,133,551
167,0.01,133,767
167,0.01,133,593
167,0.01,133,665
168,0.01,134,11
168,0.01,134,641
168,0.01,134,755
168,0.01,134,605
168,0.01,134,467
169,0.01,135,761
169,0.01,135,737
169,0.01,135,593
169,0.01,135,689
169,0.01,135,701
170,0.01,136,5
170,0.01,136,731
170,0.01,136,719
170,0.01,136,659
170,0.01,136,5
171,0.01,136,11
171,0.01,136,5
171,0.01,136,683
171,0.01,136,17
171,0.01,136,23
172,0.01,137,803
172,0.01,137,737
172,0.01,137,5
172,0.01,137,623
172,0.01,137,767
173,0.01,138,731
173,0.01,138,5
173,0.01,138,11
173,0.01,138,5
173,0.01,138,5
174,0.01,139,731
174,0.01,139,683
174,0.01,139,779
174,0.01,139,737
174,0.01,139,617
175,0.01,140,5
175,0.01,140,185
175,0.01,140,743
175,0.01,140,5
175,0.01,140,17
176,0.01,140,833
176,0.01,140,677
176,0.01,140,785
176,0.01,140,5
176,0.01,140,779
177,0.01,141,767
177,0.01,141,725
177,0.01,141,749
177,0.01,141,737
177,0.01,141,5
178,0.01,142,5
178,0.01,142,737
178,0.01,142,5
178,0.01,142,5
178,0.01,142,29
179,0.01,143,803
179,0.01,143,812
179,0.01,143,713
179,0.01,143,5
179,0.01,143,761
180,0.01,144,5
180,0.01,144,719
180,0.01,144,71
180,0.01,144,797
180,0.01,144,833
181,0.01,144,653
181,0.01,144,587
181,0.01,144,833
181,0.01,144,779
181,0.01,144,779
182,0.01,145,845
182,0.01,145,743
182,0.01,145,11
182,0.01,145,11
182,0.01,145,743
183,0.01,146,17
183,0.01,146,851
183,0.01,146,821
183,0.01,146,827
183,0.01,146,833
184,0.01,147,827
184,0.01,147,791
184,0.01,147,29
184,0.01,147,785
184,0.01,147,773
185,0.01,148,107
185,0.01,148,839
185,0.01,148,881
185,0.01,148,725
185,0.01,148,845
186,0.01,148,5
186,0.01,148,11
186,0.01,148,827
186,0.01,148,5
186,0.01,148,779
187,0.01,149,779
187,0.01,149,845
187,0.01,149,5
187,0.01,149,845
187,0.01,149,845
188,0.01,150,797
188,0.01,150,29
188,0.01,150,17
188,0.01,150,860
188,0.01,150,797
189,0.01,151,869
189,0.01,151,809
189,0.01,151,785
189,0.01,151,869
189,0.01,151,899
190,0.01,152,857
190,0.01,152,908
190,0.01,152,797
190,0.01,152,851
190,0.01,152,899
191,0.01,152,869
191,0.01,152,905
191,0.01,152,5
191,0.01,152,851
191,0.01,152,875
192,0.01,153,905
192,0.01,153,743
192,0.01,153,851
192,0.01,153,911
192,0.01,153,854
193,0.01,154,875
193,0.01,154,5
193,0.01,154,5
193,0.01,154,917
193,0.01,154,905
194,0.01,155,899
194,0.01,155,5
194,0.01,155,902
194,0.01,155,887
194,0.01,155,902
195,0.01,156,47
195,0.01,156,851
195,0.01,156,863
195,0.01,156,107
195,0.01,156,5
196,0.01,156,878
196,0.01,156,869
196,0.01,156,857
196,0.01,156,857
196,0.01,156,839
197,0.01,157,719
197,0.01,157,35
197,0.01,157,815
197,0.01,157,923
197,0.01,157,887
198,0.01,158,869
198,0.01,158,5
198,0.01,158,779
198,0.01,158,842
198,0.01,158,851
199,0.01,159,929
199,0.01,159,929
199,0.01,159,917
199,0.01,159,884
199,0.01,159,797
200,0.01,160,923
200,0.01,160,863
200,0.01,160,5
200,0.01,160,953
200,0.01,160,5
201,0.01,160,950
201,0.01,160,905
201,0.01,160,797
201,0.01,160,911
201,0.01,160,935
202,0.01,161,959
202,0.01,161,953
202,0.01,161,929
202,0.01,161,5
202,0.01,161,869
203,0.01,162,950
203,0.01,162,923
203,0.01,162,944
203,0.01,162,959
203,0.01,162,908
204,0.01,163,953
204,0.01,163,923
204,0.01,163,953
204,0.01,163,866
204,0.01,163,866
205,0.01,164,941
205,0.01,164,887
205,0.01,164,11
205,0.01,164,773
205,0.01,164,5
206,0.01,164,875
206,0.01,164,905
206,0.01,164,968
206,0.01,164,950
206,0.01,164,911
207,0.01,165,938
207,0.01,165,848
207,0.01,165,35
207,0.01,165,5
207,0.01,165,5
208,0.01,166,983
208,0.01,166,5
208,0.01,166,989
208,0.01,166,914
208,0.01,166,23
209,0.01,167,5
209,0.01,167,974
209,0.01,167,11
209,0.01,167,956
209,0.01,167,947
210,0.01,168,905
210,0.01,168,881
210,0.01,168,29
210,0.01,168,902
210,0.01,168,941
211,0.01,168,5
211,0.01,168,956
211,0.01,168,11
211,0.01,168,5
211,0.01,168,1001
212,0.01,169,1007
212,0.01,169,908
212,0.01,169,992
212,0.01,169,965
212,0.01,169,977
213,0.01,170,1007
213,0.01,170,5
213,0.01,170,875
213,0.01,170,1019
213,0.01,170,878
214,0.01,171,926
214,0.01,171,893
214,0.01,171,959
214,0.01,171,1019
214,0.01,171,968
215,0.01,172,869
215,0.01,172,974
215,0.01,172,11
215,0.01,172,989
215,0.01,172,947
216,0.01,172,989
216,0.01,172,992
216,0.01,172,953
216,0.01,172,938
216,0.01,172,992
217,0.01,173,935
217,0.01,173,983
217,0.01,173,1013
217,0.01,173,977
217,0.01,173,911
218,0.01,174,1031
218,0.01,174,11
218,0.01,174,848
218,0.01,174,1001
218,0.01,174,1037
219,0.01,175,995
219,0.01,175,935
219,0.01,175,968
219,0.01,175,893
219,0.01,175,1040
220,0.01,176,992
220,0.01,176,1049
220,0.01,176,983
220,0.01,176,929
220,0.01,176,17
221,0.01,176,977
221,0.01,176,950
221,0.01,176,935
221,0.01,176,1019
221,0.01,176,1037
222,0.01,177,977
222,0.01,177,1037
222,0.01,177,914
222,0.01,177,1007
222,0.01,177,989
223,0.01,178,1061
223,0.01,178,947
223,0.01,178,980
223,0.01,178,1037
223,0.01,178,980
224,0.01,179,1064
224,0.01,179,968
224,0.01,179,1019
224,0.01,179,944
224,0.01,179,923
225,0.01,180,5
225,0.01,180,1007
225,0.01,180,5
225,0.01,180,932
225,0.01,180,971
226,0.01,180,986
226,0.01,180,1055
226,0.01,180,869
226,0.01,180,941
226,0.01,180,1007
227,0.01,181,926
227,0.01,181,968
227,0.01,181,911
227,0.01,181,1013
227,0.01,181,947
228,0.01,182,947
228,0.01,182,1061
228,0.01,182,1013
228,0.01,182,938
228,0.01,182,947
229,0.01,183,992
229,0.01,183,1019
229,0.01,183,923
229,0.01,183,953
229,0.01,183,953
230,0.01,184,1004
230,0.01,184,983
230,0.01,184,959
230,0.01,184,956
230,0.01,184,989
231,0.01,184,974
231,0.01,184,989
231,0.01,184,929
231,0.01,184,914
231,0.01,184,5
232,0.01,185,938
232,0.01,185,1031
232,0.01,185,926
232,0.01,185,1043
232,0.01,185,992
233,0.01,186,1019
233,0.01,186,983
233,0.01,186,986
233,0.01,186,923
233,0.01,186,1043
234,0.01,187,1118
234,0.01,187,5
234,0.01,187,1010
234,0.01,187,932
234,0.01,187,920
235,0.01,188,941
235,0.01,188,1031
235,0.01,188,995
235,0.01,188,917
235,0.01,188,1049
236,0.01,188,1085
236,0.01,188,944
236,0.01,188,941
236,0.01,188,1031
236,0.01,188,893
237,0.01,189,878
237,0.01,189,917
237,0.01,189,917
237,0.01,189,974
237,0.01,189,1016
238,0.01,190,1037
238,0.01,190,5
238,0.01,190,986
238,0.01,190,884
238,0.01,190,5
239,0.01,191,1028
239,0.01,191,1013
239,0.01,191,947
239,0.01,191,953
239,0.01,191,935
240,0.01,192,923
240,0.01,192,11
240,0.01,192,989
240,0.01,192,5
240,0.01,192,962
241,0.01,192,986
241,0.01,192,959
241,0.01,192,1001
241,0.01,192,911
241,0.01,192,950
242,0.01,193,932
242,0.01,193,1007
242,0.01,193,965
242,0.01,193,5
242,0.01,193,1148
243,0.01,194,1112
243,0.01,194,1007
243,0.01,194,5
243,0.01,194,1007
243,0.01,194,1016
244,0.01,195,5
244,0.01,195,926
244,0.01,195,968
244,0.01,195,1079
244,0.01,195,1022
245,0.01,196,947
245,0.01,196,1025
245,0.01,196,1019
245,0.01,196,923
245,0.01,196,986
246,0.01,196,974
246,0.01,196,917
246,0.01,196,992
246,0.01,196,1028
246,0.01,196,1070
247,0.01,197,1016
247,0.01,197,23
247,0.01,197,986
247,0.01,197,1127
247,0.01,197,1058
248,0.01,198,920
248,0.01,198,5
248,0.01,198,965
248,0.01,198,989
248,0.01,198,1001
249,0.01,199,1016
249,0.01,199,1001
249,0.01,199,938
249,0.01,199,905
249,0.01,199,977
250,0.01,200,986
250,0.01,200,1097
250,0.01,200,926
250,0.01,200,1022
250,0.01,200,962
251,0.01,200,1001
251,0.01,200,1061
251,0.01,200,1061
251,0.01,200,1025
251,0.01,200,1052
252,0.01,201,1049
252,0.01,201,5
252,0.01,201,1019
252,0.01,201,1043
252,0.01,201,1022
253,0.01,202,5
253,0.01,202,989
253,0.01,202,1079
253,0.01,202,1019
253,0.01,202,1010
254,0.01,203,5
254,0.01,203,908
254,0.01,203,1022
254,0.01,203,1022
254,0.01,203,935
255,0.01,204,1010
255,0.01,204,1100
255,0.01,204,959
255,0.01,204,1055
255,0.01,204,1022
256,0.01,204,959
256,0.01,204,974
256,0.01,204,1055
256,0.01,204,944
256,0.01,204,1049
257,0.01,205,992
257,0.01,205,1088
257,0.01,205,1019
257,0.01,205,995
257,0.01,205,1031
258,0.01,206,980
258,0.01,206,959
258,0.01,206,11
258,0.01,206,1112
258,0.01,206,1031
259,0.01,207,1052
259,0.01,207,1115
259,0.01,207,1040
259,0.01,207,1115
259,0.01,207,995
260,0.01,208,1106
260,0.01,208,950
260,0.01,208,1079
260,0.01,208,1043
260,0.01,208,1097
261,0.01,208,5
261,0.01,208,1061
261,0.01,208,950
261,0.01,208,1133
261,0.01,208,5
262,0.01,209,959
262,0.01,209,965
262,0.01,209,1037
262,0.01,209,992
262,0.01,209,1082
263,0.01,210,1148
263,0.01,210,1106
263,0.01,210,1025
263,0.01,210,1037
263,0.01,210,980
264,0.01,211,959
264,0.01,211,5
264,0.01,211,1052
264,0.01,211,5
264,0.01,211,1082
265,0.01,212,998
265,0.01,212,1106
265,0.01,212,1004
265,0.01,212,1013
265,0.01,212,1088
266,0.01,212,1199
266,0.01,212,1094
266,0.01,212,974
266,0.01,212,1136
266,0.01,212,974
267,0.01,213,1079
267,0.01,213,998
267,0.01,213,998
267,0.01,213,980
267,0.01,213,992
268,0.01,214,1034
268,0.01,214,1070
268,0.01,214,968
268,0.01,214,986
268,0.01,214,1016
269,0.01,215,1004
269,0.01,215,1034
269,0.01,215,1046
269,0.01,215,1004
269,0.01,215,1070
270,0.01,216,5
270,0.01,216,974
270,0.01,216,1025
270,0.01,216,1076
270,0.01,216,1010
271,0.01,216,983
271,0.01,216,1013
271,0.01,216,5
271,0.01,216,1052
271,0.01,216,968
272,0.01,217,1046
272,0.01,217,980
272,0.01,217,992
272,0.01,217,1043
272,0.01,217,1058
273,0.01,218,1040
273,0.01,218,1070
273,0.01,218,1007
273,0.01,218,1124
273,0.01,218,1031
274,0.01,219,1130
274,0.01,219,1052
274,0.01,219,1079
274,0.01,219,1088
274,0.01,219,977
275,0.01,220,1112
275,0.01,220,1034
275,0.01,220,983
275,0.01,220,1022
275,0.01,220,1103
276,0.01,220,1007
276,0.01,220,1010
276,0.01,220,962
276,0.01,220,1049
276,0.01,220,1112
277,0.01,221,1079
277,0.01,221,5
277,0.01,221,1076
277,0.01,221,977
277,0.01,221,1013
278,0.01,222,1043
278,0.01,222,977
278,0.01,222,1007
278,0.01,222,1106
278,0.01,222,1064
279,0.01,223,1079
279,0.01,223,1226
279,0.01,223,1043
279,0.01,223,1064
279,0.01,223,1040
280,0.01,224,1106
280,0.01,224,1073
280,0.01,224,1016
280,0.01,224,1073
280,0.01,224,1172
281,0.01,224,1079
281,0.01,224,995
281,0.01,224,1055
281,0.01,224,1070
281,0.01,224,1091
282,0.01,225,1196
282,0.01,225,1061
282,0.01,225,1058
282,0.01,225,1064
282,0.01,225,1058
283,0.01,226,1016
283,0.01,226,1070
283,0.01,226,1058
283,0.01,226,1049
283,0.01,226,1010
284,0.01,227,1046
284,0.01,227,1016
284,0.01,227,1097
284,0.01,227,1013
284,0.01,227,1070
285,0.01,228,1016
285,0.01,228,1088
285,0.01,228,1025
