nodes,p,agents,rounds
69,0.3,55,266
69,0.3,55,266
69,0.3,55,266
70,0.3,56,269
70,0.3,56,269
70,0.3,56,269
70,0.3,56,269
70,0.3,56,269
71,0.3,56,272
71,0.3,56,272
71,0.3,56,272
71,0.3,56,272
71,0.3,56,272
72,0.3,57,275
72,0.3,57,275
72,0.3,57,275
72,0.3,57,275
72,0.3,57,275
73,0.3,58,281
73,0.3,58,281
73,0.3,58,281
73,0.3,58,281
73,0.3,58,281
74,0.3,59,284
74,0.3,59,284
74,0.3,59,284
74,0.3,59,284
74,0.3,59,284
75,0.3,60,287
75,0.3,60,287
75,0.3,60,287
75,0.3,60,287
75,0.3,60,287
76,0.3,60,290
76,0.3,60,290
76,0.3,60,290
76,0.3,60,290
76,0.3,60,290
77,0.3,61,296
77,0.3,61,296
77,0.3,61,296
77,0.3,61,296
77,0.3,61,296
78,0.3,62,299
78,0.3,62,299
78,0.3,62,299
78,0.3,62,299
78,0.3,62,299
79,0.3,63,302
79,0.3,63,302
79,0.3,63,302
79,0.3,63,302
79,0.3,63,302
80,0.3,64,308
80,0.3,64,308
80,0.3,64,308
80,0.3,64,308
80,0.3,64,308
81,0.3,64,311
81,0.3,64,311
81,0.3,64,311
81,0.3,64,311
81,0.3,64,311
82,0.3,65,314
82,0.3,65,314
82,0.3,65,314
82,0.3,65,314
82,0.3,65,314
83,0.3,66,317
83,0.3,66,317
83,0.3,66,317
83,0.3,66,317
83,0.3,66,317
84,0.3,67,323
84,0.3,67,323
84,0.3,67,323
84,0.3,67,323
84,0.3,67,323
85,0.3,68,326
85,0.3,68,326
85,0.3,68,326
85,0.3,68,326
85,0.3,68,326
86,0.3,68,329
86,0.3,68,329
86,0.3,68,329
86,0.3,68,329
86,0.3,68,329
87,0.3,69,332
87,0.3,69,332
87,0.3,69,332
87,0.3,69,332
87,0.3,69,332
88,0.3,70,338
88,0.3,70,338
88,0.3,70,338
88,0.3,70,338
88,0.3,70,338
89,0.3,71,341
89,0.3,71,341
89,0.3,71,341
89,0.3,71,341
89,0.3,71,341
90,0.3,72,344
90,0.3,72,344
90,0.3,72,344
90,0.3,72,344
90,0.3,72,344
91,0.3,72,347
91,0.3,72,347
91,0.3,72,347
91,0.3,72,347
91,0.3,72,347
92,0.3,73,353
92,0.3,73,353
92,0.3,73,353
92,0.3,73,353
92,0.3,73,353
93,0.3,74,356
93,0.3,74,356
93,0.3,74,356
93,0.3,74,356
93,0.3,74,356
94,0.3,75,359
94,0.3,75,359
94,0.3,75,359
94,0.3,75,359
94,0.3,75,359
95,0.3,76,365
95,0.3,76,365
95,0.3,76,365
95,0.3,76,365
95,0.3,76,365
96,0.3,76,368
96,0.3,76,368
96,0.3,76,368
96,0.3,76,368
96,0.3,76,368
97,0.3,77,371
97,0.3,77,371
97,0.3,77,371
97,0.3,77,371
97,0.3,77,371
98,0.3,78,374
98,0.3,78,374
98,0.3,78,374
98,0.3,78,374
98,0.3,78,374
99,0.3,79,380
99,0.3,79,380
99,0.3,79,380
99,0.3,79,380
99,0.3,79,380
100,0.3,80,383
100,0.3,80,383
100,0.3,80,383
100,0.3,80,383
100,0.3,80,383
101,0.3,80,386
101,0.3,80,386
101,0.3,80,386
101,0.3,80,386
101,0.3,80,386
102,0.3,81,389
102,0.3,81,389
102,0.3,81,389
102,0.3,81,389
102,0.3,81,389
103,0.3,82,395
103,0.3,82,395
103,0.3,82,395
103,0.3,82,395
103,0.3,82,395
104,0.3,83,398
104,0.3,83,398
104,0.3,83,398
104,0.3,83,398
104,0.3,83,398
105,0.3,84,401
105,0.3,84,401
105,0.3,84,401
105,0.3,84,401
105,0.3,84,401
106,0.3,84,404
106,0.3,84,404
106,0.3,84,404
106,0.3,84,404
106,0.3,84,404
107,0.3,85,410
107,0.3,85,410
107,0.3,85,410
107,0.3,85,410
107,0.3,85,410
108,0.3,86,413
108,0.3,86,413
108,0.3,86,413
108,0.3,86,413
108,0.3,86,413
109,0.3,87,416
109,0.3,87,416
109,0.3,87,416
109,0.3,87,416
109,0.3,87,416
110,0.3,88,422
110,0.3,88,422
110,0.3,88,422
110,0.3,88,422
110,0.3,88,422
111,0.3,88,425
111,0.3,88,425
111,0.3,88,425
111,0.3,88,425
111,0.3,88,425
112,0.3,89,428
112,0.3,89,428
112,0.3,89,428
112,0.3,89,428
112,0.3,89,428
113,0.3,90,431
113,0.3,90,431
113,0.3,90,431
113,0.3,90,431
113,0.3,90,431
114,0.3,91,437
114,0.3,91,437
114,0.3,91,437
114,0.3,91,437
114,0.3,91,437
115,0.3,92,440
115,0.3,92,440
115,0.3,92,440
115,0.3,92,440
115,0.3,92,440
116,0.3,92,443
116,0.3,92,443
116,0.3,92,443
116,0.3,92,443
116,0.3,92,443
117,0.3,93,446
117,0.3,93,446
117,0.3,93,446
117,0.3,93,446
117,0.3,93,446
118,0.3,94,452
118,0.3,94,452
118,0.3,94,452
118,0.3,94,452
118,0.3,94,452
119,0.3,95,455
119,0.3,95,455
119,0.3,95,455
119,0.3,95,455
119,0.3,95,455
120,0.3,96,458
120,0.3,96,458
120,0.3,96,458
120,0.3,96,458
120,0.3,96,458
121,0.3,96,461
121,0.3,96,461
121,0.3,96,461
121,0.3,96,461
121,0.3,96,461
122,0.3,97,467
122,0.3,97,467
122,0.3,97,467
122,0.3,97,467
122,0.3,97,467
123,0.3,98,470
123,0.3,98,470
123,0.3,98,470
123,0.3,98,470
123,0.3,98,470
124,0.3,99,473
124,0.3,99,473
124,0.3,99,473
124,0.3,99,473
124,0.3,99,473
125,0.3,100,479
125,0.3,100,479
125,0.3,100,479
125,0.3,100,479
125,0.3,100,479
126,0.3,100,482
126,0.3,100,482
126,0.3,100,482
126,0.3,100,482
126,0.3,100,482
127,0.3,101,485
127,0.3,101,485
127,0.3,101,485
127,0.3,101,485
127,0.3,101,485
128,0.3,102,488
128,0.3,102,488
128,0.3,102,488
128,0.3,102,488
128,0.3,102,488
129,0.3,103,494
129,0.3,103,494
129,0.3,103,494
129,0.3,103,494
129,0.3,103,494
130,0.3,104,497
130,0.3,104,497
130,0.3,104,497
130,0.3,104,497
130,0.3,104,497
131,0.3,104,500
131,0.3,104,500
131,0.3,104,500
131,0.3,104,500
131,0.3,104,500
132,0.3,105,503
132,0.3,105,503
132,0.3,105,503
132,0.3,105,503
132,0.3,105,503
133,0.3,106,509
133,0.3,106,509
133,0.3,106,509
133,0.3,106,509
133,0.3,106,509
134,0.3,107,512
134,0.3,107,512
134,0.3,107,512
134,0.3,107,512
134,0.3,107,512
135,0.3,108,515
135,0.3,108,515
135,0.3,108,515
135,0.3,108,515
135,0.3,108,515
136,0.3,108,518
136,0.3,108,518
136,0.3,108,518
136,0.3,108,518
136,0.3,108,518
137,0.3,109,524
137,0.3,109,524
137,0.3,109,524
137,0.3,109,524
137,0.3,109,524
138,0.3,110,527
138,0.3,110,527
138,0.3,110,527
138,0.3,110,527
138,0.3,110,527
139,0.3,111,530
139,0.3,111,530
139,0.3,111,530
139,0.3,111,530
139,0.3,111,530
140,0.3,112,536
140,0.3,112,536
140,0.3,112,536
140,0.3,112,536
140,0.3,112,536
141,0.3,112,539
141,0.3,112,539
141,0.3,112,539
141,0.3,112,539
141,0.3,112,539
142,0.3,113,542
142,0.3,113,542
142,0.3,113,542
142,0.3,113,542
142,0.3,113,542
143,0.3,114,545
143,0.3,114,545
143,0.3,114,545
143,0.3,114,545
143,0.3,114,545
144,0.3,115,551
144,0.3,115,551
144,0.3,115,551
144,0.3,115,551
144,0.3,115,551
145,0.3,116,554
145,0.3,116,554
145,0.3,116,554
145,0.3,116,554
145,0.3,116,554
146,0.3,116,557
146,0.3,116,557
146,0.3,116,557
146,0.3,116,557
146,0.3,116,557
147,0.3,117,560
147,0.3,117,560
147,0.3,117,560
147,0.3,117,560
147,0.3,117,560
148,0.3,118,566
148,0.3,118,566
148,0.3,118,566
148,0.3,118,566
148,0.3,118,566
149,0.3,119,569
149,0.3,119,569
149,0.3,119,569
149,0.3,119,569
149,0.3,119,569
150,0.3,120,572
150,0.3,120,572
150,0.3,120,572
150,0.3,120,572
150,0.3,120,572
151,0.3,120,575
151,0.3,120,575
151,0.3,120,575
151,0.3,120,575
151,0.3,120,575
152,0.3,121,581
152,0.3,121,581
152,0.3,121,581
152,0.3,121,581
152,0.3,121,581
153,0.3,122,584
153,0.3,122,584
153,0.3,122,584
153,0.3,122,584
153,0.3,122,584
154,0.3,123,587
154,0.3,123,587
154,0.3,123,587
154,0.3,123,587
154,0.3,123,587
155,0.3,124,593
155,0.3,124,593
155,0.3,124,593
155,0.3,124,593
155,0.3,124,593
156,0.3,124,596
156,0.3,124,596
156,0.3,124,596
156,0.3,124,596
156,0.3,124,596
157,0.3,125,599
157,0.3,125,599
157,0.3,125,599
157,0.3,125,599
157,0.3,125,599
158,0.3,126,602
158,0.3,126,602
158,0.3,126,602
158,0.3,126,602
158,0.3,126,602
159,0.3,127,608
159,0.3,127,608
159,0.3,127,608
159,0.3,127,608
159,0.3,127,608
160,0.3,128,611
160,0.3,128,611
160,0.3,128,611
160,0.3,128,611
160,0.3,128,611
161,0.3,128,614
161,0.3,128,614
161,0.3,128,614
161,0.3,128,614
161,0.3,128,614
162,0.3,129,617
162,0.3,129,617
162,0.3,129,617
162,0.3,129,617
162,0.3,129,617
163,0.3,130,623
163,0.3,130,623
163,0.3,130,623
163,0.3,130,623
163,0.3,130,623
164,0.3,131,626
164,0.3,131,626
164,0.3,131,626
164,0.3,131,626
164,0.3,131,626
165,0.3,132,629
165,0.3,132,629
165,0.3,132,629
165,0.3,132,629
165,0.3,132,629
166,0.3,132,632
166,0.3,132,632
166,0.3,132,632
166,0.3,132,632
166,0.3,132,632
167,0.3,133,638
167,0.3,133,638
167,0.3,133,638
167,0.3,133,638
167,0.3,133,638
168,0.3,134,641
168,0.3,134,641
168,0.3,134,641
168,0.3,134,641
168,0.3,134,641
169,0.3,135,644
169,0.3,135,644
169,0.3,135,644
169,0.3,135,644
169,0.3,135,644
170,0.3,136,650
170,0.3,136,650
170,0.3,136,650
170,0.3,136,650
170,0.3,136,650
171,0.3,136,653
171,0.3,136,653
171,0.3,136,653
171,0.3,136,653
171,0.3,136,653
172,0.3,137,656
172,0.3,137,656
172,0.3,137,656
172,0.3,137,656
172,0.3,137,656
173,0.3,138,659
173,0.3,138,659
173,0.3,138,659
173,0.3,138,659
173,0.3,138,659
174,0.3,139,665
174,0.3,139,665
174,0.3,139,665
174,0.3,139,665
174,0.3,139,665
175,0.3,140,668
175,0.3,140,668
175,0.3,140,668
175,0.3,140,668
175,0.3,140,668
176,0.3,140,671
176,0.3,140,671
176,0.3,140,671
176,0.3,140,671
176,0.3,140,671
177,0.3,141,674
177,0.3,141,674
177,0.3,141,674
177,0.3,141,674
177,0.3,141,674
178,0.3,142,680
178,0.3,142,680
178,0.3,142,680
178,0.3,142,680
178,0.3,142,680
179,0.3,143,683
179,0.3,143,683
179,0.3,143,683
179,0.3,143,683
179,0.3,143,683
180,0.3,144,686
180,0.3,144,686
180,0.3,144,686
180,0.3,144,686
180,0.3,144,686
181,0.3,144,689
181,0.3,144,689
181,0.3,144,689
181,0.3,144,689
181,0.3,144,689
182,0.3,145,695
182,0.3,145,695
182,0.3,145,695
182,0.3,145,695
182,0.3,145,695
183,0.3,146,698
183,0.3,146,698
183,0.3,146,698
183,0.3,146,698
183,0.3,146,698
184,0.3,147,701
184,0.3,147,701
184,0.3,147,701
184,0.3,147,701
184,0.3,147,701
185,0.3,148,707
185,0.3,148,707
185,0.3,148,707
185,0.3,148,707
185,0.3,148,707
186,0.3,148,710
186,0.3,148,710
186,0.3,148,710
186,0.3,148,710
186,0.3,148,710
187,0.3,149,713
187,0.3,149,713
187,0.3,149,713
187,0.3,149,713
187,0.3,149,713
188,0.3,150,716
188,0.3,150,716
188,0.3,150,716
188,0.3,150,716
188,0.3,150,716
189,0.3,151,722
189,0.3,151,722
189,0.3,151,722
189,0.3,151,722
189,0.3,151,722
190,0.3,152,725
190,0.3,152,725
190,0.3,152,725
190,0.3,152,725
190,0.3,152,725
191,0.3,152,728
191,0.3,152,728
191,0.3,152,728
191,0.3,152,728
191,0.3,152,728
192,0.3,153,731
192,0.3,153,731
192,0.3,153,731
192,0.3,153,731
192,0.3,153,731
193,0.3,154,737
193,0.3,154,737
193,0.3,154,737
193,0.3,154,737
193,0.3,154,737
194,0.3,155,740
194,0.3,155,740
194,0.3,155,740
194,0.3,155,740
194,0.3,155,740
195,0.3,156,743
195,0.3,156,743
195,0.3,156,743
195,0.3,156,743
195,0.3,156,743
196,0.3,156,746
196,0.3,156,746
196,0.3,156,746
196,0.3,156,746
196,0.3,156,746
197,0.3,157,752
197,0.3,157,752
197,0.3,157,752
197,0.3,157,752
197,0.3,157,752
198,0.3,158,755
198,0.3,158,755
198,0.3,158,755
198,0.3,158,755
198,0.3,158,755
199,0.3,159,758
199,0.3,159,758
199,0.3,159,758
199,0.3,159,758
199,0.3,159,758
200,0.3,160,764
200,0.3,160,764
200,0.3,160,764
200,0.3,160,764
200,0.3,160,764
201,0.3,160,767
201,0.3,160,767
201,0.3,160,767
201,0.3,160,767
201,0.3,160,767
202,0.3,161,770
202,0.3,161,770
202,0.3,161,770
202,0.3,161,770
202,0.3,161,770
203,0.3,162,773
203,0.3,162,773
203,0.3,162,773
203,0.3,162,773
203,0.3,162,773
204,0.3,163,779
204,0.3,163,779
204,0.3,163,779
204,0.3,163,779
204,0.3,163,779
205,0.3,164,782
205,0.3,164,782
205,0.3,164,782
205,0.3,164,782
205,0.3,164,782
206,0.3,164,785
206,0.3,164,785
206,0.3,164,785
206,0.3,164,785
206,0.3,164,785
207,0.3,165,788
207,0.3,165,788
207,0.3,165,788
207,0.3,165,788
207,0.3,165,788
208,0.3,166,794
208,0.3,166,794
208,0.3,166,794
208,0.3,166,794
208,0.3,166,794
209,0.3,167,797
209,0.3,167,797
209,0.3,167,797
209,0.3,167,797
209,0.3,167,797
210,0.3,168,800
210,0.3,168,800
210,0.3,168,800
210,0.3,168,800
210,0.3,168,800
211,0.3,168,803
211,0.3,168,803
211,0.3,168,803
211,0.3,168,803
211,0.3,168,803
212,0.3,169,809
212,0.3,169,809
212,0.3,169,809
212,0.3,169,809
212,0.3,169,809
213,0.3,170,812
213,0.3,170,812
213,0.3,170,812
213,0.3,170,812
213,0.3,170,812
214,0.3,171,815
214,0.3,171,815
214,0.3,171,815
214,0.3,171,815
214,0.3,171,815
215,0.3,172,821
215,0.3,172,821
215,0.3,172,821
215,0.3,172,821
215,0.3,172,821
216,0.3,172,824
216,0.3,172,824
216,0.3,172,824
216,0.3,172,824
216,0.3,172,824
217,0.3,173,827
217,0.3,173,827
217,0.3,173,827
217,0.3,173,827
217,0.3,173,827
218,0.3,174,830
218,0.3,174,830
218,0.3,174,830
218,0.3,174,830
218,0.3,174,830
219,0.3,175,836
219,0.3,175,836
219,0.3,175,836
219,0.3,175,836
219,0.3,175,836
220,0.3,176,839
220,0.3,176,839
220,0.3,176,839
220,0.3,176,839
220,0.3,176,839
221,0.3,176,842
221,0.3,176,842
221,0.3,176,842
221,0.3,176,842
221,0.3,176,842
222,0.3,177,845
222,0.3,177,845
222,0.3,177,845
222,0.3,177,845
222,0.3,177,845
223,0.3,178,851
223,0.3,178,851
223,0.3,178,851
223,0.3,178,851
223,0.3,178,851
224,0.3,179,854
224,0.3,179,854
224,0.3,179,854
224,0.3,179,854
224,0.3,179,854
225,0.3,180,857
225,0.3,180,857
225,0.3,180,857
225,0.3,180,857
225,0.3,180,857
226,0.3,180,860
226,0.3,180,860
226,0.3,180,860
226,0.3,180,860
226,0.3,180,860
227,0.3,181,866
227,0.3,181,866
227,0.3,181,866
227,0.3,181,866
227,0.3,181,866
228,0.3,182,869
228,0.3,182,869
228,0.3,182,869
228,0.3,182,869
228,0.3,182,869
229,0.3,183,872
229,0.3,183,872
229,0.3,183,872
229,0.3,183,872
229,0.3,183,872
230,0.3,184,878
230,0.3,184,878
230,0.3,184,878
230,0.3,184,878
230,0.3,184,878
231,0.3,184,881
231,0.3,184,881
231,0.3,184,881
231,0.3,184,881
231,0.3,184,881
232,0.3,185,884
232,0.3,185,884
232,0.3,185,884
232,0.3,185,884
232,0.3,185,884
233,0.3,186,887
233,0.3,186,887
233,0.3,186,887
233,0.3,186,887
233,0.3,186,887
234,0.3,187,893
234,0.3,187,893
234,0.3,187,893
234,0.3,187,893
234,0.3,187,893
235,0.3,188,896
235,0.3,188,896
235,0.3,188,896
235,0.3,188,896
235,0.3,188,896
236,0.3,188,899
236,0.3,188,899
236,0.3,188,899
236,0.3,188,899
236,0.3,188,899
237,0.3,189,902
237,0.3,189,902
237,0.3,189,902
237,0.3,189,902
237,0.3,189,902
238,0.3,190,908
238,0.3,190,908
238,0.3,190,908
238,0.3,190,908
238,0.3,190,908
239,0.3,191,911
239,0.3,191,911
239,0.3,191,911
239,0.3,191,911
239,0.3,191,911
240,0.3,192,914
240,0.3,192,914
240,0.3,192,914
240,0.3,192,914
240,0.3,192,914
241,0.3,192,917
241,0.3,192,917
241,0.3,192,917
241,0.3,192,917
241,0.3,192,917
242,0.3,193,923
242,0.3,193,923
242,0.3,193,923
242,0.3,193,923
242,0.3,193,923
243,0.3,194,926
243,0.3,194,926
243,0.3,194,926
243,0.3,194,926
243,0.3,194,926
244,0.3,195,929
244,0.3,195,929
244,0.3,195,929
244,0.3,195,929
244,0.3,195,929
245,0.3,196,935
245,0.3,196,935
245,0.3,196,935
245,0.3,196,935
245,0.3,196,935
246,0.3,196,938
246,0.3,196,938
246,0.3,196,938
246,0.3,196,938
246,0.3,196,938
247,0.3,197,941
247,0.3,197,941
247,0.3,197,941
247,0.3,197,941
247,0.3,197,941
248,0.3,198,944
248,0.3,198,944
248,0.3,198,944
248,0.3,198,944
248,0.3,198,944
249,0.3,199,950
249,0.3,199,950
249,0.3,199,950
249,0.3,199,950
249,0.3,199,950
250,0.3,200,953
250,0.3,200,953
250,0.3,200,953
250,0.3,200,953
250,0.3,200,953
251,0.3,200,956
251,0.3,200,956
251,0.3,200,956
251,0.3,200,956
251,0.3,200,956
252,0.3,201,959
252,0.3,201,959
252,0.3,201,959
252,0.3,201,959
252,0.3,201,959
253,0.3,202,965
253,0.3,202,965
253,0.3,202,965
253,0.3,202,965
253,0.3,202,965
254,0.3,203,968
254,0.3,203,968
254,0.3,203,968
254,0.3,203,968
254,0.3,203,968
255,0.3,204,971
255,0.3,204,971
255,0.3,204,971
255,0.3,204,971
255,0.3,204,971
256,0.3,204,974
256,0.3,204,974
256,0.3,204,974
256,0.3,204,974
256,0.3,204,974
257,0.3,205,980
257,0.3,205,980
257,0.3,205,980
257,0.3,205,980
257,0.3,205,980
258,0.3,206,983
258,0.3,206,983
258,0.3,206,983
258,0.3,206,983
258,0.3,206,983
259,0.3,207,986
259,0.3,207,986
259,0.3,207,986
259,0.3,207,986
259,0.3,207,986
260,0.3,208,992
260,0.3,208,992
260,0.3,208,992
260,0.3,208,992
260,0.3,208,992
261,0.3,208,995
261,0.3,208,995
261,0.3,208,995
261,0.3,208,995
261,0.3,208,995
262,0.3,209,998
262,0.3,209,998
262,0.3,209,998
262,0.3,209,998
262,0.3,209,998
263,0.3,210,1001
263,0.3,210,1001
263,0.3,210,1001
263,0.3,210,1001
263,0.3,210,1001
264,0.3,211,1007
264,0.3,211,1007
264,0.3,211,1007
264,0.3,211,1007
264,0.3,211,1007
265,0.3,212,1010
265,0.3,212,1010
265,0.3,212,1010
265,0.3,212,1010
265,0.3,212,1010
266,0.3,212,1013
266,0.3,212,1013
266,0.3,212,1013
266,0.3,212,1013
266,0.3,212,1013
267,0.3,213,1016
267,0.3,213,1016
267,0.3,213,1016
267,0.3,213,1016
267,0.3,213,1016
268,0.3,214,1022
268,0.3,214,1022
268,0.3,214,1022
268,0.3,214,1022
268,0.3,214,1022
269,0.3,215,1025
269,0.3,215,1025
269,0.3,215,1025
269,0.3,215,1025
269,0.3,215,1025
270,0.3,216,1028
270,0.3,216,1028
270,0.3,216,1028
270,0.3,216,1028
270,0.3,216,1028
271,0.3,216,1031
271,0.3,216,1031
271,0.3,216,1031
271,0.3,216,1031
271,0.3,216,1031
272,0.3,217,1037
272,0.3,217,1037
272,0.3,217,1037
272,0.3,217,1037
272,0.3,217,1037
273,0.3,218,1040
273,0.3,218,1040
273,0.3,218,1040
273,0.3,218,1040
273,0.3,218,1040
274,0.3,219,1043
274,0.3,219,1043
274,0.3,219,1043
274,0.3,219,1043
274,0.3,219,1043
275,0.3,220,1049
275,0.3,220,1049
275,0.3,220,1049
275,0.3,220,1049
275,0.3,220,1049
276,0.3,220,1052
276,0.3,220,1052
276,0.3,220,1052
276,0.3,220,1052
276,0.3,220,1052
277,0.3,221,1055
277,0.3,221,1055
277,0.3,221,1055
277,0.3,221,1055
277,0.3,221,1055
278,0.3,222,1058
278,0.3,222,1058
278,0.3,222,1058
278,0.3,222,1058
278,0.3,222,1058
279,0.3,223,1064
279,0.3,223,1064
279,0.3,223,1064
279,0.3,223,1064
279,0.3,223,1064
280,0.3,224,1067
280,0.3,224,1067
280,0.3,224,1067
280,0.3,224,1067
280,0.3,224,1067
281,0.3,224,1070
281,0.3,224,1070
281,0.3,224,1070
281,0.3,224,1070
281,0.3,224,1070
282,0.3,225,1073
282,0.3,225,1073
282,0.3,225,1073
282,0.3,225,1073
282,0.3,225,1073
283,0.3,226,1079
283,0.3,226,1079
283,0.3,226,1079
283,0.3,226,1079
283,0.3,226,1079
284,0.3,227,1082
284,0.3,227,1082
284,0.3,227,1082
284,0.3,227,1082
284,0.3,227,1082
285,0.3,228,1085
285,0.3,228,1085
285,0.3,228,1085
285,0.3,228,1085
285,0.3,228,1085
286,0.3,228,1088
286,0.3,228,1088
286,0.3,228,1088
286,0.3,228,1088
286,0.3,228,1088
